Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[153]    0.0    0.00    0.00       7         std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long long, std::integral_constant<bool, true>) [153]
                0.00    0.00    1026/3291        std::__detail::_Hash_code_base<Ship, std::pair<Ship const, int>, std::__detail::_Select1st, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<Ship const, int>, false> const&, unsigned long long) const [141]
                0.00    0.00    1026/5558        std::__detail::_Hash_node<std::pair<Ship const, int>, false>::_M_next() const [464]
                0.00    0.00       7/7           std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long long) [671]
                0.00    0.00       7/8           std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [665]
                0.00    0.00       7/8           std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets() [668]
-----------------------------------------------
                0.00    0.00       5/644         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long long, int const&, unsigned long long) const [165]
                0.00    0.00     639/644         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long long, std::__detail::_Hash_node<std::pair<int const, Ship>, false>*) [155]
[154]    0.0    0.00    0.00     644         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, Ship>, false> const&) const [154]
                0.00    0.00     644/1670        std::__detail::_Hash_code_base<int, std::pair<int const, Ship>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, Ship>, false> const&, unsigned long long) const [142]
-----------------------------------------------
                0.00    0.00     640/640         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long long, unsigned long long, std::__detail::_Hash_node<std::pair<int const, Ship>, false>*, unsigned long long) [143]
[155]    0.0    0.00    0.00     640         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long long, std::__detail::_Hash_node<std::pair<int const, Ship>, false>*) [155]
                0.00    0.00     639/644         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, Ship>, false> const&) const [154]
                0.00    0.00     639/2310        std::__detail::_Hash_node<std::pair<int const, Ship>, false>::_M_next() const [483]
-----------------------------------------------
                0.00    0.00       7/647         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long long, unsigned long long, std::__detail::_Hash_node<std::pair<int const, Ship>, false>*, unsigned long long) [143]
                0.00    0.00     640/647         std::pair<std::__detail::_Node_iterator<std::pair<int const, Ship>, false, false>, bool> std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<int&, Ship&>(std::integral_constant<bool, true>, int&, Ship&) [119]
[156]    0.0    0.00    0.00     647         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long long) const [156]
                0.00    0.00     647/647         std::__detail::_Hash_code_base<int, std::pair<int const, Ship>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long, unsigned long long) const [157]
-----------------------------------------------
                0.00    0.00     647/647         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long long) const [156]
[157]    0.0    0.00    0.00     647         std::__detail::_Hash_code_base<int, std::pair<int const, Ship>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long, unsigned long long) const [157]
                0.00    0.00     647/2408110     std::__detail::_Mod_range_hashing::operator()(unsigned long long, unsigned long long) const [35]
-----------------------------------------------
                0.00    0.00       1/305         GameStateManager::create_squares_to_ship_ids() const [110]
                0.00    0.00       2/305         Eigen::TensorEvaluator<Eigen::Tensor<int, 2, 0, long long>, Eigen::DefaultDevice>::TensorEvaluator(Eigen::Tensor<int, 2, 0, long long> const&, Eigen::DefaultDevice const&) [170]
                0.00    0.00     302/305         Eigen::TensorEvaluator<Eigen::Tensor<int, 2, 0, long long> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::Tensor<int, 2, 0, long long> const&, Eigen::DefaultDevice const&) [159]
[158]    0.0    0.00    0.00     305         Eigen::Tensor<int, 2, 0, long long>::dimensions() const [158]
                0.00    0.00     305/1101592     Eigen::TensorStorage<int, Eigen::DSizes<long long, 2>, 0>::dimensions() const [56]
-----------------------------------------------
                0.00    0.00       2/302         Eigen::TensorEvaluator<Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const&, Eigen::DefaultDevice const&) [169]
                0.00    0.00     300/302         Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const&, Eigen::DefaultDevice const&) [161]
[159]    0.0    0.00    0.00     302         Eigen::TensorEvaluator<Eigen::Tensor<int, 2, 0, long long> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::Tensor<int, 2, 0, long long> const&, Eigen::DefaultDevice const&) [159]
                0.00    0.00     302/305         Eigen::Tensor<int, 2, 0, long long>::dimensions() const [158]
                0.00    0.00     302/304         Eigen::Tensor<int, 2, 0, long long>::data() const [602]
                0.00    0.00     302/902         int const* Eigen::DefaultDevice::get<int const*>(int const*) const [531]
-----------------------------------------------
                0.00    0.00     300/300         simulate(int, int, int, int, WeightingTemplate*, bool, std::vector<Ship, std::allocator<Ship> >) [3]
[160]    0.0    0.00    0.00     300         Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >& Eigen::TensorBase<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, 1>::operator=<Eigen::Tensor<int, 2, 0, long long> >(Eigen::Tensor<int, 2, 0, long long> const&) [160]
                0.00    0.00     300/300         Eigen::internal::TensorExecutor<Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice, true, (Eigen::internal::TiledEvaluation)1>::run(Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const&, Eigen::DefaultDevice const&) [162]
                0.00    0.00     600/600         Eigen::TensorBase<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, 1>::derived() [588]
                0.00    0.00     300/300         Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 1>::derived() const [632]
                0.00    0.00     300/300         Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const>::TensorAssignOp(Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >&, Eigen::Tensor<int, 2, 0, long long> const&) [618]
-----------------------------------------------
                0.00    0.00     300/300         Eigen::internal::TensorExecutor<Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice, true, (Eigen::internal::TiledEvaluation)1>::run(Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const&, Eigen::DefaultDevice const&) [162]
[161]    0.0    0.00    0.00     300         Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const&, Eigen::DefaultDevice const&) [161]
                0.00    0.00     300/302         Eigen::TensorEvaluator<Eigen::Tensor<int, 2, 0, long long> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::Tensor<int, 2, 0, long long> const&, Eigen::DefaultDevice const&) [159]
                0.00    0.00     300/300         Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const>::lhsExpression() const [636]
                0.00    0.00     300/300         Eigen::TensorEvaluator<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> > const&, Eigen::DefaultDevice const&) [626]
                0.00    0.00     300/300         Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const>::rhsExpression() const [637]
-----------------------------------------------
                0.00    0.00     300/300         Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >& Eigen::TensorBase<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, 1>::operator=<Eigen::Tensor<int, 2, 0, long long> >(Eigen::Tensor<int, 2, 0, long long> const&) [160]
[162]    0.0    0.00    0.00     300         Eigen::internal::TensorExecutor<Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice, true, (Eigen::internal::TiledEvaluation)1>::run(Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const&, Eigen::DefaultDevice const&) [162]
                0.00    0.00     300/300         Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const&, Eigen::DefaultDevice const&) [161]
                0.00    0.00     300/300         Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice>::evalSubExprsIfNeeded(int*) [619]
                0.00    0.00     300/300         Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorChippingOp<-1ll, Eigen::Tensor<int, 3, 0, long long> >, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice>::cleanup() [620]
-----------------------------------------------
                0.00    0.00     640/640         std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long long, unsigned long long, std::__detail::_Hash_node<std::pair<Ship const, int>, false>*, unsigned long long) [150]
[163]    0.0    0.00    0.00     640         std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long long, std::__detail::_Hash_node<std::pair<Ship const, int>, false>*) [163]
                0.00    0.00     316/2265        std::_Hashtable<Ship, std::pair<Ship const, int>, std::allocator<std::pair<Ship const, int> >, std::__detail::_Select1st, std::equal_to<Ship>, std::hash<Ship>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<Ship const, int>, false> const&) const [145]
                0.00    0.00     316/5558        std::__detail::_Hash_node<std::pair<Ship const, int>, false>::_M_next() const [464]
-----------------------------------------------
                0.00    0.00     639/639         std::pair<std::__detail::_Node_iterator<std::pair<int const, Ship>, false, false>, bool> std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<int&, Ship&>(std::integral_constant<bool, true>, int&, Ship&) [119]
[164]    0.0    0.00    0.00     639         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long long, int const&, unsigned long long) const [164]
                0.00    0.00     639/639         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long long, int const&, unsigned long long) const [165]
-----------------------------------------------
                0.00    0.00     639/639         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long long, int const&, unsigned long long) const [164]
[165]    0.0    0.00    0.00     639         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long long, int const&, unsigned long long) const [165]
                0.00    0.00       5/644         std::_Hashtable<int, std::pair<int const, Ship>, std::allocator<std::pair<int const, Ship> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, Ship>, false> const&) const [154]
                0.00    0.00       6/6           std::__detail::_Hashtable_base<int, std::pair<int const, Ship>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long long, std::__detail::_Hash_node_value<std::pair<int const, Ship>, false> const&) const [682]
                0.00    0.00       5/2310        std::__detail::_Hash_node<std::pair<int const, Ship>, false>::_M_next() const [483]
-----------------------------------------------
                0.00    0.00       1/2           Eigen::Tensor<int, 2, 0, long long>& Eigen::Tensor<int, 2, 0, long long>::operator=<Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> >(Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const&) [168]
                0.00    0.00       1/2           Eigen::internal::TensorExecutor<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice, true, (Eigen::internal::TiledEvaluation)0>::run(Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const&, Eigen::DefaultDevice const&) [171]
[166]    0.0    0.00    0.00       2         Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const&, Eigen::DefaultDevice const&) [166]
                0.00    0.00       2/2           Eigen::TensorEvaluator<Eigen::Tensor<int, 2, 0, long long>, Eigen::DefaultDevice>::TensorEvaluator(Eigen::Tensor<int, 2, 0, long long> const&, Eigen::DefaultDevice const&) [170]
                0.00    0.00       2/2           Eigen::TensorEvaluator<Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const&, Eigen::DefaultDevice const&) [169]
                0.00    0.00       2/2           Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const>::lhsExpression() const [727]
                0.00    0.00       2/2           Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const>::rhsExpression() const [728]
-----------------------------------------------
                0.00    0.00       1/1           simulate(int, int, int, int, WeightingTemplate*, bool, std::vector<Ship, std::allocator<Ship> >) [3]
[167]    0.0    0.00    0.00       1         Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 1>::setConstant(int const&) [167]
                0.00    0.00       1/1           Eigen::Tensor<int, 2, 0, long long>& Eigen::Tensor<int, 2, 0, long long>::operator=<Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> >(Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const&) [168]
                0.00    0.00       1/1           Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 0>::constant(int const&) const [781]
                0.00    0.00       1/1           Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 1>::derived() [744]
-----------------------------------------------
                0.00    0.00       1/1           Eigen::TensorBase<Eigen::Tensor<int, 2, 0, long long>, 1>::setConstant(int const&) [167]
[168]    0.0    0.00    0.00       1         Eigen::Tensor<int, 2, 0, long long>& Eigen::Tensor<int, 2, 0, long long>::operator=<Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> >(Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const&) [168]
                0.00    0.00       1/2           Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const&, Eigen::DefaultDevice const&) [166]
                0.00    0.00       1/1           Eigen::internal::TensorExecutor<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice, true, (Eigen::internal::TiledEvaluation)0>::run(Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const&, Eigen::DefaultDevice const&) [171]
                0.00    0.00       1/1           Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const>::TensorAssignOp(Eigen::Tensor<int, 2, 0, long long>&, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const&) [752]
                0.00    0.00       1/2           Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::dimensions() const [729]
                0.00    0.00       1/1           void Eigen::Tensor<int, 2, 0, long long>::resize<Eigen::DSizes<long long, 2> const, 0>(Eigen::DSizes<long long, 2> const&) [768]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const&, Eigen::DefaultDevice const&) [166]
[169]    0.0    0.00    0.00       2         Eigen::TensorEvaluator<Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const&, Eigen::DefaultDevice const&) [169]
                0.00    0.00       2/302         Eigen::TensorEvaluator<Eigen::Tensor<int, 2, 0, long long> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::Tensor<int, 2, 0, long long> const&, Eigen::DefaultDevice const&) [159]
                0.00    0.00       2/2           Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const>::functor() const [731]
                0.00    0.00       2/2           Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const>::nestedExpression() const [730]
-----------------------------------------------
                0.00    0.00       2/2           Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const, Eigen::DefaultDevice>::TensorEvaluator(Eigen::TensorAssignOp<Eigen::Tensor<int, 2, 0, long long>, Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Tensor<int, 2, 0, long long> const> const> const&, Eigen::DefaultDevice const&) [166]
